line_type,mkp_name,mkp_order_no,order_date,ordoro_id,sku,item_sale_price,item_tax,shipping_sale,total_per_sku,title,supplier_name,order_status,item_cost,cancelled_value,transport_cost_est,first_pick_date,last_delivery_date,courier,mage_mkp_commission,mkp_estimated_commission,mkp_actual_commission,order_grand_total,ordoro_import_date,tool_import_date,max_shipping_date,max_delivery_date,cd_status,is_clogistique_order,line_status,transport_cost_actual,order_place_time,order_prep_time,order_delivery_time,order_total_time,gm_estimated
ORDER LINE,CLogistique,20092914492OQS6,9/29/20 12:49,1-300057258,TOP-MalwaM1/black,49.95,0,0,49.95,,TOP,awaiting_fulfillment,15.03,0,12.85,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.2,0,5.2,102.3,9/29/20 15:42,9/29/20 15:45,9/30/20 0:00,10/2/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,7.55
ORDER LINE,CDiscount,20092915232OJIH,9/29/20 13:23,1-300057268,TOP-MalwaM6/140/sonoma,99.95,0,19.95,119.9,,TOP,shipped,43.95,0,0,10/1/20 18:24,0000-00-00 00:00:00,UPS,0,0,9.59,119.9,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,46.38
ORDER LINE,CDiscount,20092915232OJIH,9/29/20 13:23,1-300057268,TOP-MalwaM6/140/sonoma,99.95,0,19.95,119.9,,TOP,shipped,43.95,0,0,10/1/20 18:24,0000-00-00 00:00:00,UPS,0,0,9.59,119.9,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,46.38
ORDER LINE,CDiscount,20092915342OHAE,9/29/20 13:34,1-300057271,AKO-K120-8SZ-BIALA,119.95,0,19.95,139.9,,AKO,shipped,50.97,0,0,9/30/20 18:46,10/3/20 7:51,DPD,3.36,0,14.55,286.52,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,0,2,5,48.26
ORDER LINE,CDiscount,20092915342OHAE,9/29/20 13:34,1-300057271,AKO-K120-8SZ-BIALA,119.95,0,19.95,139.9,,AKO,shipped,50.97,0,0,9/30/20 18:46,10/3/20 7:51,DPD,3.36,0,14.55,286.52,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,0,2,5,48.26
ORDER LINE,CDiscount,20092915342OHAE,9/29/20 13:34,1-300057271,AKO-K120-8SZ-BIALA,119.95,0,19.95,139.9,,AKO,shipped,50.97,0,0,9/30/20 18:46,10/3/20 7:51,DPD,3.36,0,14.55,286.52,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,0,2,5,48.26
ORDER LINE,CDiscount,20092915342OHAE,9/29/20 13:34,1-300057271,AKO-K120-8SZ-BIALA,119.95,0,19.95,139.9,,AKO,shipped,50.97,0,0,9/30/20 18:46,10/3/20 7:51,DPD,3.36,0,14.55,286.52,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,0,2,5,48.26
ORDER LINE,CDiscount,20092915402OFRN,9/29/20 13:40,1-300057270,TOP-S33/white,59.95,0,9.95,69.9,,TOP,awaiting_fulfillment,23.98,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.68,0,7.27,71.58,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,9.65
ORDER LINE,CDiscount,20092915402OFRN,9/29/20 13:40,1-300057270,TOP-S33/white,59.95,0,9.95,69.9,,TOP,awaiting_fulfillment,23.98,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.68,0,7.27,71.58,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,9.65
ORDER LINE,CDiscount,20092915502ODCS,9/29/20 13:50,1-300057276,AKO-BIURKO-TED-BIALE,85.95,0,9.95,95.9,,AKO,shipped,32.01,0,0,10/2/20 13:27,0000-00-00 00:00:00,UPS,2.29,0,16.67,98.19,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,0,2,29.33
ORDER LINE,CDiscount,20092915502ODCS,9/29/20 13:50,1-300057276,AKO-BIURKO-TED-BIALE,85.95,0,9.95,95.9,,AKO,shipped,32.01,0,0,10/2/20 13:27,0000-00-00 00:00:00,UPS,2.29,0,16.67,98.19,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,0,2,29.33
ORDER LINE,CDiscount,20092916022OAMG,9/29/20 14:02,1-300057275,MOB-R-6-WhiteWhite-Gloss-2,179.95,0,19.95,199.9,,MOB,awaiting_fulfillment,68.17,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,,4.8,0,34.78,204.7,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,30.02
ORDER LINE,CDiscount,20092916022OAMG,9/29/20 14:02,1-300057275,MOB-R-6-WhiteWhite-Gloss-2,179.95,0,19.95,199.9,,MOB,awaiting_fulfillment,68.17,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,,4.8,0,34.78,204.7,9/29/20 16:57,9/29/20 17:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,30.02
ORDER LINE,CLogistique,20092916142O7ZR,9/29/20 14:14,1-300057273,TOP-RTV140/black,77.95,0,3.99,81.94,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,6.23,81.94,9/29/20 16:57,9/29/20 17:00,9/30/20 0:00,10/2/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,21.77
ORDER LINE,CLogistique,20092916142O7ZR,9/29/20 14:14,1-300057273,TOP-RTV140/black,77.95,0,3.99,81.94,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,6.23,81.94,9/29/20 16:57,9/29/20 17:00,9/30/20 0:00,10/2/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,21.77
ORDER LINE,CDiscount,20092916282O4VS,9/29/20 14:28,1-300057279,VID-60339,237.9,0,19.95,257.85,,VID,cancelled,124.01,214.88,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,38.67,257.85,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Cancelled,0,3,0,0,3,-124.01
ORDER LINE,CDiscount,20092916282O4VS,9/29/20 14:28,1-300057279,VID-60339,237.9,0,19.95,257.85,,VID,cancelled,124.01,214.88,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,38.67,257.85,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Cancelled,0,3,0,0,3,-124.01
ORDER LINE,CDiscount,20092916282O4WF,9/29/20 14:28,1-300057280,MOB-R-120-WengeMixSonoma,123.95,0,19.95,143.9,,MOB,awaiting_fulfillment,40.63,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,,3.45,0,25.03,147.35,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,21.77
ORDER LINE,CDiscount,20092916282O4WF,9/29/20 14:28,1-300057280,MOB-R-120-WengeMixSonoma,123.95,0,19.95,143.9,,MOB,awaiting_fulfillment,40.63,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,,3.45,0,25.03,147.35,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,21.77
ORDER LINE,CDiscount,20092916432O1TB,9/29/20 14:43,1-300057278,AKO-BIURKO-ANA-BIALA,109.95,0,19.95,129.9,,AKO,awaiting_fulfillment,46.32,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,UPS,3.12,0,13.51,133.02,9/29/20 18:09,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,16.21
ORDER LINE,CDiscount,20092916432O1TB,9/29/20 14:43,1-300057278,AKO-BIURKO-ANA-BIALA,109.95,0,19.95,129.9,,AKO,awaiting_fulfillment,46.32,0,29.61,0000-00-00 00:00:00,0000-00-00 00:00:00,UPS,3.12,0,13.51,133.02,9/29/20 18:09,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,16.21
ORDER LINE,CDiscount,20092916562NYSQ,9/29/20 14:56,1-300057286,TOP-2D4S/120/dab_artisan,109.95,0,19.95,129.9,,TOP,awaiting_fulfillment,46.7,0,30.86,0000-00-00 00:00:00,0000-00-00 00:00:00,,3.12,0,13.51,133.02,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,14.58
ORDER LINE,CDiscount,20092916562NYSQ,9/29/20 14:56,1-300057286,TOP-2D4S/120/dab_artisan,109.95,0,19.95,129.9,,TOP,awaiting_fulfillment,46.7,0,30.86,0000-00-00 00:00:00,0000-00-00 00:00:00,,3.12,0,13.51,133.02,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,14.58
ORDER LINE,CDiscount,20092916572NYF5,9/29/20 14:57,1-300057285,TOP-RTV/140/dab_artisan,79.95,0,0,79.95,,TOP,shipped,24.33,0,0,10/1/20 23:23,0000-00-00 00:00:00,DPD,0,0,6.39,79.95,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,35.91
ORDER LINE,CDiscount,20092916572NYF5,9/29/20 14:57,1-300057285,TOP-RTV/140/dab_artisan,79.95,0,0,79.95,,TOP,shipped,24.33,0,0,10/1/20 23:23,0000-00-00 00:00:00,DPD,0,0,6.39,79.95,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,35.91
ORDER LINE,CDiscount,20092917012NXHR,9/29/20 15:01,1-300057284,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,shipped,43.95,0,0,9/30/20 15:25,0000-00-00 00:00:00,UPS,0,0,5.49,109.9,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,42.14
ORDER LINE,CDiscount,20092917012NXHR,9/29/20 15:01,1-300057284,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,shipped,43.95,0,0,9/30/20 15:25,0000-00-00 00:00:00,UPS,0,0,5.49,109.9,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,42.14
ORDER LINE,CDiscount,20092917152NUIZ,9/29/20 15:15,1-300057288,AKO-KUCHNIA-LIMA-240,249.95,0,19.95,269.9,,AKO,awaiting_fulfillment,94.6,0,31.77,0000-00-00 00:00:00,0000-00-00 00:00:00,UPS,6.48,0,28.07,276.38,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,65.08
ORDER LINE,CDiscount,20092917152NUIZ,9/29/20 15:15,1-300057288,AKO-KUCHNIA-LIMA-240,249.95,0,19.95,269.9,,AKO,awaiting_fulfillment,94.6,0,31.77,0000-00-00 00:00:00,0000-00-00 00:00:00,UPS,6.48,0,28.07,276.38,9/29/20 18:10,9/29/20 18:11,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,65.08
ORDER LINE,CDiscount,20092917292NR44,9/29/20 15:29,1-300057292,MOB-L-30-SonomaMixWhite,89.95,0,9.95,99.9,,MOB,awaiting_fulfillment,31.96,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,DPD,0,0,14.98,99.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,3,0,6,20.36
ORDER LINE,CDiscount,20092917292NR44,9/29/20 15:29,1-300057292,MOB-L-30-SonomaMixWhite,89.95,0,9.95,99.9,,MOB,awaiting_fulfillment,31.96,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,DPD,0,0,14.98,99.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,3,0,6,20.36
ORDER LINE,CDiscount,20092917302NQPB,9/29/20 15:30,1-300057291,TOP-S30/white,59.95,0,9.95,69.9,,TOP,shipped,23.08,0,0,10/1/20 23:21,0000-00-00 00:00:00,DPD,0,0,5.59,139.8,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.58
ORDER LINE,CDiscount,20092917302NQPB,9/29/20 15:30,1-300057291,TOP-S30/white,59.95,0,9.95,69.9,,TOP,shipped,23.08,0,0,10/1/20 23:21,0000-00-00 00:00:00,DPD,0,0,5.59,139.8,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.58
ORDER LINE,CDiscount,20092917302NQPB,9/29/20 15:30,1-300057291,TOP-S30/white,59.95,0,9.95,69.9,,TOP,shipped,23.08,0,0,10/1/20 23:21,0000-00-00 00:00:00,DPD,0,0,5.59,139.8,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.58
ORDER LINE,CDiscount,20092917302NQPB,9/29/20 15:30,1-300057291,TOP-S30/white,59.95,0,9.95,69.9,,TOP,shipped,23.08,0,0,10/1/20 23:21,0000-00-00 00:00:00,DPD,0,0,5.59,139.8,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.58
ORDER LINE,CDiscount,20092917332NQ15,9/29/20 15:33,1-300057290,TOP-SZAFKA-S43-ARTISAN,84.95,0,9.95,94.9,,TOP,shipped,31.67,0,0,10/1/20 23:37,0000-00-00 00:00:00,DPD,2.27,0,16.5,97.17,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.02
ORDER LINE,CDiscount,20092917332NQ15,9/29/20 15:33,1-300057290,TOP-SZAFKA-S43-ARTISAN,84.95,0,9.95,94.9,,TOP,shipped,31.67,0,0,10/1/20 23:37,0000-00-00 00:00:00,DPD,2.27,0,16.5,97.17,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,29.02
ORDER LINE,CLogistique,20092917342NPME,9/29/20 15:34,1-300057283,TOP-MalwaM2/sonoma,39.95,0,0,39.95,,TOP,awaiting_fulfillment,12.17,0,11.32,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,3.19,39.95,9/29/20 18:10,9/29/20 18:11,9/30/20 0:00,10/5/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,6.61
ORDER LINE,CLogistique,20092917342NPME,9/29/20 15:34,1-300057283,TOP-MalwaM2/sonoma,39.95,0,0,39.95,,TOP,awaiting_fulfillment,12.17,0,11.32,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,3.19,39.95,9/29/20 18:10,9/29/20 18:11,9/30/20 0:00,10/5/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,6.61
ORDER LINE,CLogistique,20092917422NNJ7,9/29/20 15:42,1-300057295,TOP-RTV140/black,77.95,0,0,77.95,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.86,0,8.09,79.81,9/29/20 19:21,9/29/20 19:30,10/1/20 0:00,10/6/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,15.04
ORDER LINE,CLogistique,20092917422NNJ7,9/29/20 15:42,1-300057295,TOP-RTV140/black,77.95,0,0,77.95,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.86,0,8.09,79.81,9/29/20 19:21,9/29/20 19:30,10/1/20 0:00,10/6/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,15.04
ORDER LINE,CLogistique,20092917442NN8Q,9/29/20 15:44,1-300057294,TOP-MalwaM2/sonoma,39.95,0,0,39.95,,TOP,awaiting_fulfillment,12.17,0,11.32,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,3.19,39.95,9/29/20 19:21,9/29/20 19:30,9/30/20 0:00,10/2/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,6.61
ORDER LINE,CLogistique,20092917442NN8Q,9/29/20 15:44,1-300057294,TOP-MalwaM2/sonoma,39.95,0,0,39.95,,TOP,awaiting_fulfillment,12.17,0,11.32,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,3.19,39.95,9/29/20 19:21,9/29/20 19:30,9/30/20 0:00,10/2/20 0:00,Shipped,Yes,Awaiting Protocol,0,3,0,0,3,6.61
ORDER LINE,CDiscount,20092917492NLPG,9/29/20 15:49,1-300057298,AKO-K60-5SZ-BIALA-SONOMA,106.95,0,19.95,126.9,,AKO,shipped,37.38,0,0,10/2/20 13:21,0000-00-00 00:00:00,UPS,0,0,19.03,126.9,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,0,2,49.34
ORDER LINE,CDiscount,20092917492NLPG,9/29/20 15:49,1-300057298,AKO-K60-5SZ-BIALA-SONOMA,106.95,0,19.95,126.9,,AKO,shipped,37.38,0,0,10/2/20 13:21,0000-00-00 00:00:00,UPS,0,0,19.03,126.9,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,0,2,49.34
ORDER LINE,CDiscount,20092917592NJ3D,9/29/20 15:59,1-300057297,MAL-107504,59.95,0,9.95,69.9,,MAL,shipped,24.93,0,0,9/30/20 21:19,10/3/20 9:49,DPD,0,0,10.48,69.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,22.84
ORDER LINE,CDiscount,20092917592NJ3D,9/29/20 15:59,1-300057297,MAL-107504,59.95,0,9.95,69.9,,MAL,shipped,24.93,0,0,9/30/20 21:19,10/3/20 9:49,DPD,0,0,10.48,69.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,22.84
ORDER LINE,CLogistique,20092918002NIV4,9/29/20 16:00,1-300057293,TOP-MalwaM3/black,0,0,0,0,,TOP,awaiting_fulfillment,24.87,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,74.95,0,5.99,74.95,9/29/20 19:21,9/29/20 19:30,9/30/20 0:00,10/5/20 0:00,CancelledByCustomer,Yes,Awaiting Protocol,0,3,0,0,3,-109.27
ORDER LINE,CLogistique,20092918002NIV4,9/29/20 16:00,1-300057293,TOP-MalwaM3/black,0,0,0,0,,TOP,awaiting_fulfillment,24.87,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,74.95,0,5.99,74.95,9/29/20 19:21,9/29/20 19:30,9/30/20 0:00,10/5/20 0:00,CancelledByCustomer,Yes,Awaiting Protocol,0,3,0,0,3,-109.27
ORDER LINE,CDiscount,20092918022NIAG,9/29/20 16:02,1-300057296,KRD-KD1492,119.95,0,19.95,139.9,,KD,awaiting_fulfillment,54.54,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,DPD,0,0,20.98,139.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,25.11
ORDER LINE,CDiscount,20092918022NIAG,9/29/20 16:02,1-300057296,KRD-KD1492,119.95,0,19.95,139.9,,KD,awaiting_fulfillment,54.54,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,DPD,0,0,20.98,139.9,9/29/20 19:21,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,1,2,0,3,25.11
ORDER LINE,CDiscount,20092918122NFNT,9/29/20 16:12,1-300057305,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,shipped,43.95,0,0,9/30/20 15:23,0000-00-00 00:00:00,UPS,2.64,0,8.13,112.54,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,37.3
ORDER LINE,CDiscount,20092918122NFNT,9/29/20 16:12,1-300057305,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,shipped,43.95,0,0,9/30/20 15:23,0000-00-00 00:00:00,UPS,2.64,0,8.13,112.54,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,Shipped,No,Awaiting shipment,0,3,0,2,5,37.3
ORDER LINE,CDiscount,20092918192NE0P,9/29/20 16:19,1-300057304,VID-246027,385.9,0,0,385.9,,VID,awaiting_fulfillment,213.52,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,9.26,0,67.14,395.16,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,33.21
ORDER LINE,CDiscount,20092918192NE0P,9/29/20 16:19,1-300057304,VID-246027,385.9,0,0,385.9,,VID,awaiting_fulfillment,213.52,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,9.26,0,67.14,395.16,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,33.21
ORDER LINE,CDiscount,20092918242NCJZ,9/29/20 16:24,1-300057303,TOP-RTV/140/dab_artisan,79.95,0,0,79.95,,TOP,shipped,24.33,0,0,10/1/20 23:19,0000-00-00 00:00:00,DPD,1.92,0,8.31,81.87,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,32.39
ORDER LINE,CDiscount,20092918242NCJZ,9/29/20 16:24,1-300057303,TOP-RTV/140/dab_artisan,79.95,0,0,79.95,,TOP,shipped,24.33,0,0,10/1/20 23:19,0000-00-00 00:00:00,DPD,1.92,0,8.31,81.87,9/29/20 19:22,9/29/20 19:30,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,3,1,1,5,32.39
ORDER LINE,CDiscount,20092918492N567,9/29/20 16:49,1-300057307,AKO-BIURKO-PIN-SONOMA,79.95,0,9.95,89.9,,AKO,awaiting_fulfillment,28.43,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,2.16,0,15.64,92.06,9/29/20 20:38,9/29/20 20:45,11/3/20 0:00,11/13/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,13.1
ORDER LINE,CDiscount,20092918492N567,9/29/20 16:49,1-300057307,AKO-BIURKO-PIN-SONOMA,79.95,0,9.95,89.9,,AKO,awaiting_fulfillment,28.43,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,2.16,0,15.64,92.06,9/29/20 20:38,9/29/20 20:45,11/3/20 0:00,11/13/20 0:00,WaitingForShipmentAcceptation,No,Awaiting Protocol,0,3,0,0,3,13.1
ORDER LINE,CDiscount,20092919082MZSW,9/29/20 17:08,1-300057309,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,cancelled,43.95,91.58,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,5.49,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,CancelledByCustomer,No,Cancelled,0,3,0,0,3,-43.95
ORDER LINE,CDiscount,20092919082MZSW,9/29/20 17:08,1-300057309,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,cancelled,43.95,91.58,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,5.49,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,CancelledByCustomer,No,Cancelled,0,3,0,0,3,-43.95
ORDER LINE,CDiscount,20092919222MW3T,9/29/20 17:22,1-300057308,AKO-K60-5SZ-BIALA,89.95,0,19.95,109.9,,AKO,shipped,35.59,0,0,10/2/20 10:25,0000-00-00 00:00:00,UPS,0,0,8.79,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,1,3,47.2
ORDER LINE,CDiscount,20092919222MW3T,9/29/20 17:22,1-300057308,AKO-K60-5SZ-BIALA,89.95,0,19.95,109.9,,AKO,shipped,35.59,0,0,10/2/20 10:25,0000-00-00 00:00:00,UPS,0,0,8.79,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,1,3,47.2
ORDER LINE,CDiscount,20092919312MTHL,9/29/20 17:31,1-300057313,AKO-K120-6SZ-BIALA,89.95,0,19.95,109.9,,AKO,shipped,39.16,0,0,10/2/20 10:23,0000-00-00 00:00:00,UPS,0,0,8.79,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,1,3,43.63
ORDER LINE,CDiscount,20092919312MTHL,9/29/20 17:31,1-300057313,AKO-K120-6SZ-BIALA,89.95,0,19.95,109.9,,AKO,shipped,39.16,0,0,10/2/20 10:23,0000-00-00 00:00:00,UPS,0,0,8.79,109.9,9/29/20 20:38,9/29/20 20:45,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,1,3,43.63
ORDER LINE,CDiscount,20092920142MIWD,9/29/20 18:14,1-300057321,TOP-MalwaM6/140/white,89.95,0,19.95,109.9,,TOP,shipped,43.95,0,0,10/2/20 15:21,0000-00-00 00:00:00,UPS,0,0,5.49,109.9,9/29/20 23:53,9/30/20 0:00,10/13/20 0:00,10/22/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,0,2,42.14
